Key|Summary|Created Date|Resolution Date|Status|Type|Lead Time|Cycle Time|Resolution Type|Project
GGMA-1596|Test HelloU campaign process|2013-08-07|Closed|Story|14|0|Complete
GGMA-1629|Support Tasks for Ops - Sprint South Ruislip|2016-09-16|Closed|Story|1148|0|Complete
GGBDM-3|CDR Files on Hourly Basis - Investigation|2015-08-13|Closed|Story|748|0|Complete
GGMA-1631|Goodybags purchased in lockout period|2013-08-21|Closed|Defect|26|0|Complete
GGBDM-12|Topup Reconciliation - FJS & Portal|2015-08-13|Closed|Story|748|0|Complete
GGBDM-15|Remove Unknown Values from IMEI Feed|2018-04-10|Closed|Story|1719|0|Complete
GGBDM-23|Manual Invoice / Voucher Feed|2015-08-13|Closed|Story|746|0|Complete
GGBDM-26|R.0043.S.Topup Events (Stack Bundle Purchases) - Daily|2018-04-10|Closed|Story|1717|0|Complete
GGBDM-30|Voice Usage by Band and Price Plan|2018-04-10|Closed|Story|1717|0|Complete
GGBDM-32|SMS Usage by Band and Price Plan|2018-04-10|Closed|Story|1717|0|Complete
GGBDM-36|R.0003.S.Dispatched vs Ordered - Daily|2018-04-10|Closed|Story|1717|0|Complete
GGMA-1637|MSISDN Reuse - Response file has the wrong MSISDN Format - 447 instead of 07|2013-08-07|Closed|Defect|9|0|Fixed
GGMA-1638|Member Services Portal - Add Mandatory Free Text Reason Field for Refunds, Goodwill Credit and Deductions|2013-08-21|Closed|Story|23|0|Complete
GGMA-1639|Goodybag Selection for Active Members|2013-09-11|Closed|Story|43|0|Complete
GGMA-1640|Goodybag Selection - New Member/Registered Prospects/Member with Deactivated Account|2013-09-11|Closed|Story|43|0|Complete
GGMA-1645|New Member Registration|2013-09-11|Closed|Story|43|0|Complete
GGMA-1646|About You - New Member|2013-09-11|Closed|Story|43|0|Complete
GGMA-1647|New Member Address - Buy It Now|2013-08-28|Closed|Story|29|0|Complete
GGMA-1649|Inconsistency during L&S|2013-12-04|Closed|Defect|127|0|Complete
GGMA-1650|New Member Credit / Debit card details|2013-08-28|Closed|Story|29|0|Complete
GGMA-1651|Review Order - Buy It Now, New Member|2013-09-11|Closed|Story|43|0|Complete
GGMA-1652|Roaming & International changes|2013-08-05|Closed|Story|6|0|Complete
GGMA-1654|View Device Details - Pay Monthly|2013-10-09|Closed|Story|71|0|Complete
